record_no,standardized_names,scrubbed_species_binomial,verbatim_family,verbatim_scientific_name,family_matched,name_matched,name_matched_author,higher_plant_group,scrubbed_taxonomic_status,scrubbed_family,scrubbed_author,native_status,native_status_reason,native_status_sources,is_introduced,native_status_country,native_status_state_province,native_status_county_parish,country,state_province,county,locality,latitude,longitude,date_collected,datasource,dataset,dataowner,custodial_institution_codes,collection_code,datasource_id,is_cultivated_observation,is_cultivated_in_region,is_location_cultivated,is_new_world,observation_type
143,Aeschynomene denticulata,Aeschynomene denticulata,Fabaceae,Aeschynomene denticulata Rudd,Fabaceae,Aeschynomene denticulata,Rudd,flowering plants,Accepted,Fabaceae,Rudd,N,"Native to region, as per checklist","flbr, conosur",0,N,N,NA,Brazil,Mato Grosso do Sul,NA,Fazenda SÃ£o JoÃ£o. Lagoa permanente. Sub-regiÃ£o Abobral.,-19.385836,-57.049381,15/03/2013,GBIF,FundaÃ§Ã£o Universidade Federal de Mato Grosso do Sul (UFMS),FundaÃ§Ã£o Universidade Federal de Mato Grosso do Sul (UFMS),FundaÃ§Ã£o Universidade Federal de Mato Grosso do Sul (UFMS),CGMS,2258,0,0,NA,1,specimen
144,Aeschynomene denticulata,Aeschynomene denticulata,Fabaceae,Aeschynomene denticulata Rudd,Fabaceae,Aeschynomene denticulata,Rudd,flowering plants,Accepted,Fabaceae,Rudd,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Entre Rios,Federacion,pajonal en la costa del MocoretÃ¡,-30.71,-58.16,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
145,Aeschynomene denticulata,Aeschynomene denticulata,Fabaceae,Aeschynomene denticulata Rudd,Fabaceae,Aeschynomene denticulata,Rudd,flowering plants,Accepted,Fabaceae,Rudd,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Entre Rios,La Paz,"SarandÃ­-CorÃ¡, sobre el GuayquirarÃ³",-30.89,-59.54,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
146,Aeschynomene denticulata,Aeschynomene denticulata,Fabaceae,Aeschynomene denticulata Rudd,Fabaceae,Aeschynomene denticulata,Rudd,flowering plants,Accepted,Fabaceae,Rudd,UNK,"Status unknown, no checklists for region of observation",NA,NA,NA,NA,NA,Australia,Queensland,NA,"Glasshouse grown, James Cook University, Townsville.",-19.3272,146.7608,30/06/1995,GBIF,JCT,JCT,JCT,JCT,3258,0,0,NA,0,specimen
147,Aeschynomene denticulata,Aeschynomene denticulata,Fabaceae,Aeschynomene denticulata Rudd,Fabaceae,Aeschynomene denticulata,Rudd,flowering plants,Accepted,Fabaceae,Rudd,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Corrientes,San Martin,"Arrocera Drews, Ruta 14, 11 km N de C. Pellegrini",-28.76,-56.95,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
148,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,"30 km NE de San JosÃ©, Puesto San Marcos, del Dr. Modesto LÃ³pez, en lugar bajo, arenoso",-17.783333,-60.783333,27/04/1980,GBIF,"Instituto de BotÃ¢nica, IBT","Instituto de BotÃ¢nica, IBT","Instituto de BotÃ¢nica, IBT",SP,3012,0,0,NA,1,specimen
149,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,,-16.7261,-64.435,27/04/1980,GBIF,F,F,F,Botany,3567,0,0,NA,1,specimen
150,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Prov. Chiquitos, dep. Santa Cruz. 30 Km NE de San JosÃ©. Ca. 300 m.s.m",-17.783333,-60.783333,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,0,0,NA,1,specimen
151,Arachis chiquitana,Arachis chiquitana,Leguminosae,Arachis chiquitana,Fabaceae,Arachis chiquitana,"Krapov., W.C. Greg. & C.E. Simpson",flowering plants,Accepted,Fabaceae,"Krapov., W.C. Greg. & C.E. Simpson",Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Chiquitos,"30 km NE de San JosÃƒÂ©, Puesto San Marcos, del Dr. Modesto LÃƒÂ³pez, en lugar bajo, arenoso",-17.783333,-60.783333,27/04/1980,SpeciesLink,IBt,IBt,IBt,SP,971,0,0,NA,1,specimen
152,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C. Greg. & C.E. Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Chiquitos,4 km de San JosÃ©,-17.78333,-60.78333,28/04/1980,MO,"CTES, LPB, MO, NY, US","CTES, LPB, MO, NY, US","CTES, LPB, MO, NY, US",NA,280,0,0,NA,1,specimen
153,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Prov. Chiquitos, dep. Santa Cruz. Ca. 300 m.s.m",-17.783333,-60.783333,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,0,0,NA,1,specimen
154,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"DEP  .  SANTA  CRUZ  ,  PROV.  CHIQUITOS  5  KM  N  .  DE  SÃƒO  JOSÃ‰.",-17.783333,-60.783333,26/04/1980,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,0,0,NA,1,specimen
155,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,"Dep. Santa Cruz, prov. Chiquitos, 4 Km N de San JosÃ©, Camino a San Ignacio, cerca de un pequeÃ±o arroyo",-17.78,-60.78,28/04/1980,GBIF,US,US,US,Botany,3271,0,0,NA,1,specimen
156,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Chiquitos,"30 km NE de San JosÃ©. Puesto San Marcos, del Dr. Modesto LÃ³pez",-17.78,-60.78,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
157,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Dep. Santa Cruz, prov. Chiquitos. 30 km NE de San JosÃ©. Puesto San Marcos, del Dr. Modesto Lopez.",-17.78333,-60.78333,27/04/1980,GBIF,MNHN,MNHN,MNHN,P,3541,0,0,NA,1,specimen
158,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Santa Cruz - Bolivia, dep. Santa Cruz, prov. Chiquitos. 30 Km NE de San JosÃ©, camino a San Ignacio/Departamento de Santa Cruz",-17.78333,-60.78333,27/04/1980,GBIF,G,G,G,Geneva Herbarium â€“ General Collection (G),3547,0,0,NA,1,specimen
159,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Prov. Chiquitos, dep. Santa Cruz. 30 Km NE de San JosÃ©. Ca. 300 m.s.m",-17.783333,-60.783333,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,0,0,NA,1,specimen
160,Arachis chiquitana,Arachis chiquitana,Fabaceae,"Arachis chiquitana Krapov., W.C.Greg. & C.E.Simpson",Fabaceae,Arachis chiquitana,Krapov. & al.,flowering plants,Accepted,Fabaceae,Krapov. & al.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Departamento Santa Cruz, prov. Chiquitos. 30 km NE de San Jose. Puesto San Marcos, del Dr. Modesto Lopez.",-17.7833,-60.7833,27/04/1980,GBIF,CANB,CANB,CANB,CANB,3664,0,0,NA,1,specimen
161,Bauhinia tuichiensis,Bauhinia tuichiensis,Fabaceae,Bauhinia tuichiensis Cayola & A. Fuentes,Fabaceae,Bauhinia tuichiensis,Cayola & A. Fuentes,flowering plants,Accepted,Fabaceae,Cayola & A. Fuentes,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,La Paz,Franz Tamayo,"Area Natural de Manejo Integrado Madidi, Asarimas. Bosque andino semideciduo, con Astronium urundeuva, Apisdosperma cylindrocarpom y Oxandra espintana. Colecta libre. Plantas secadas en campo.",-14.35916,-68.53944,07/06/2005,MO,"LPB, MO","LPB, MO","LPB, MO",NA,280,0,0,NA,1,specimen
162,Bauhinia tuichiensis,Bauhinia tuichiensis,Fabaceae,Bauhinia tuichiensis Cayola & A. Fuentes,Fabaceae,Bauhinia tuichiensis,Cayola & A. Fuentes,flowering plants,Accepted,Fabaceae,Cayola & A. Fuentes,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,La Paz,Franz Tamayo,"Parque Nacional Madidi, Azariamas, Rio San Juan. Bosque semideciduo de yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; ladera con exposicion NE. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",-14.2061111,-68.6619444,30/09/2005,MO,"BOLV, LPB, MA, MO, US, USZ","BOLV, LPB, MA, MO, US, USZ","BOLV, LPB, MA, MO, US, USZ",NA,280,0,0,NA,1,specimen
163,Bauhinia tuichiensis,Bauhinia tuichiensis,Fabaceae,Bauhinia tuichiensis Cayola & A. Fuentes,Fabaceae,Bauhinia tuichiensis,Cayola & A. Fuentes,flowering plants,Accepted,Fabaceae,Cayola & A. Fuentes,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,La Paz,Franz Tamayo,"Parque Nacional y Area Natural de Manejo Integrado Madidi. NW de Apolo, Asariamas, Rio Resina. Bosque andino semideciduo con Anadenanthera colubrina, Trichilia sp., Capparis sp., ladera. Plantas secadas en campo.; =",-14.31388,-68.54111,08/06/2005,MO,"LPB, MO","LPB, MO","LPB, MO",NA,280,0,0,NA,1,specimen
164,Bauhinia tuichiensis,Bauhinia tuichiensis,Fabaceae,Bauhinia tuichiensis Cayola & A. Fuentes,Fabaceae,Bauhinia tuichiensis,Cayola & A. Fuentes,flowering plants,Accepted,Fabaceae,Cayola & A. Fuentes,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,La Paz,Franz Tamayo,"Parque Nacional Madidi, camino Apolo-Asariamas, Arroyo Pintata entrando hora y media desde Sipia. Parcela Permanente V.; =",-14.46527,-68.5425,25/02/2003,MO,"LPB, MO","LPB, MO","LPB, MO",NA,280,0,0,NA,1,specimen
165,Bauhinia tuichiensis,Bauhinia tuichiensis,Fabaceae,Bauhinia tuichiensis Cayola & A. Fuentes,Fabaceae,Bauhinia tuichiensis,Cayola & A. Fuentes,flowering plants,Accepted,Fabaceae,Cayola & A. Fuentes,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,La Paz,Franz Tamayo,"Area Natural de Manejo Integrado Madidi, Azariamas, Encuentro Azariamas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Eugenia sp. Fondo de valle. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",-14.2411111,-68.53,01/10/2005,MO,"LPB, MO","LPB, MO","LPB, MO",NA,280,0,0,NA,1,specimen
166,Bauhinia tuichiensis,Bauhinia tuichiensis,Fabaceae,Bauhinia tuichiensis Cayola & A. Fuentes,Fabaceae,Bauhinia tuichiensis,Cayola & A. Fuentes,flowering plants,Accepted,Fabaceae,Cayola & A. Fuentes,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,La Paz,Franz Tamayo,"Parque Nacional Madidi, camino Apolo-Azariamas, arroyo Pintata. A hora y media del campamento principal sobre el arroyo Pintata. Bosque seco ribereno en terraza. Parcela Temporal de Muestreo 84 (0.1 ha).; =",-14.47722,-68.53611,03/03/2003,MO,"LPB, MO","LPB, MO","LPB, MO",NA,280,0,0,NA,1,specimen
167,Bauhinia tuichiensis,Bauhinia tuichiensis,Fabaceae,Bauhinia tuichiensis Cayola & A. Fuentes,Fabaceae,Bauhinia tuichiensis,Cayola & A. Fuentes,flowering plants,Accepted,Fabaceae,Cayola & A. Fuentes,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,La Paz,Franz Tamayo,"Parque Nacional Madidi, Azariamas al Norte de Apolo. Bosque andino semideciduo, con Oxandra espintana y Bromeliaceae; fondo de valle con pendiente de 20Â° SW. Parcela temporal de muestreo 5 (0,1 ha). Plantas sin alcoholizar.; =",-14.32305,-68.57833,25/05/2005,MO,"LPB, MO","LPB, MO","LPB, MO",NA,280,0,0,NA,1,specimen
168,Bauhinia tuichiensis,Bauhinia tuichiensis,Fabaceae,Bauhinia tuichiensis Cayola & A. Fuentes,Fabaceae,Bauhinia tuichiensis,Cayola & A. Fuentes,flowering plants,Accepted,Fabaceae,Cayola & A. Fuentes,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,La Paz,Franz Tamayo,"Parque Nacional Madidi, camino Apolo-Azariamas, Arroyo Pintata. A 495 m del campamento en direccion SE, aproximadamente a 20 minutos saliendo del camino. Bosque seco achaparrado de cima de montana. Parcela Temporal de Muestreo 74 (0.1 ha).; =",-14.46833,-68.53861,19/02/2003,MO,"LPB, MO","LPB, MO","LPB, MO",NA,280,0,0,NA,1,specimen
169,Bauhinia tuichiensis,Bauhinia tuichiensis,Fabaceae,Bauhinia tuichiensis Cayola & A. Fuentes,Fabaceae,Bauhinia tuichiensis,Cayola & A. Fuentes,flowering plants,Accepted,Fabaceae,Cayola & A. Fuentes,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,La Paz,Franz Tamayo,"Area Natural de Manejo Integrado Madidi, Azariamas, arroyo Javillas. Bosque de yungas subandino pluviestacional con Oxandra espintana y Holocalyx balansae. Fondo de valle. Parcela temporal de muestreo (0,1 ha). Plantas NO alcoholizadas.",-14.2577778,-68.5322223,07/10/2005,MO,"LPB, MA, MO","LPB, MA, MO","LPB, MA, MO",NA,280,0,0,NA,1,specimen
170,Bauhinia tuichiensis,Bauhinia tuichiensis,Fabaceae,Bauhinia tuichiensis Cayola & A. Fuentes,Fabaceae,Bauhinia tuichiensis,Cayola & A. Fuentes,flowering plants,Accepted,Fabaceae,Cayola & A. Fuentes,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,La Paz,Franz Tamayo,"Parque Nacional Madidi, camino de Apolo-Azariamas, arroyo Pintata. A 96 m al N de la PPM, subiendo por el arroyo Pintata. Bosque seco de ladera.",-14.4644444,-68.5419444,26/02/2003,MO,"LPB, MO","LPB, MO","LPB, MO",NA,280,0,0,NA,1,specimen
171,Bauhinia tuichiensis,Bauhinia tuichiensis,Fabaceae,Bauhinia tuichiensis Cayola & A. Fuentes,Fabaceae,Bauhinia tuichiensis,Cayola & A. Fuentes,flowering plants,Accepted,Fabaceae,Cayola & A. Fuentes,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,La Paz,Franz Tamayo,"Parque Nacional Madidi. Norte de Apolo, Bosque andino semideciduo del sector de Azariamas, con Anadenanthera colubrina, , Cactaceae, Trichilia catigua. Cima. Parcela Permanente de Muestreo # 14. Plantas secadas en campo.; =",-14.33361,-68.5725,13/06/2005,MO,"LPB, MO","LPB, MO","LPB, MO",NA,280,0,0,NA,1,specimen
172,Blepharodon philibertioides,Blepharodon philibertioides,Apocynaceae,Blepharodon philibertioides Schltr.,Apocynaceae,Blepharodon philibertioides,Schltr.,flowering plants,Accepted,Apocynaceae,Schltr.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Chiquitos,"Camino RoborÃ©-San JosÃ©, 7 km NW de RoborÃ©, camino a la serranÃ­a; trepadora herbÃ¡cea, lÃ¡tex blanco, flores verde amarillas",-18.3955555,-59.6552778,NA,MO,"MO, USZ","MO, USZ","MO, USZ",NA,280,0,0,NA,1,specimen
173,Blepharodon philibertioides,Blepharodon philibertioides,Apocynaceae,Blepharodon philibertioides Schltr.,Apocynaceae,Blepharodon philibertioides,Schltr.,flowering plants,Accepted,Apocynaceae,Schltr.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,Santa Cruz: Chiquitos. On track to Serrania de Santiago de Chiquitos going NE in the direction of the cave.,-18.35,-59.57,26/01/2001,GBIF,K,K,K,Spirit Collection,3716,0,0,NA,1,specimen
174,Blepharodon philibertioides,Blepharodon philibertioides,Apocynaceae,Blepharodon philibertioides Schltr.,Apocynaceae,Blepharodon philibertioides,Schltr.,flowering plants,Accepted,Apocynaceae,Schltr.,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,Robore: 10Km W de Robore.,-18.275278,-59.832778,03/12/2002,GBIF,UEFS,UEFS,UEFS,HUEFS,2756,0,0,NA,1,specimen
175,Calea dalyi,Calea dalyi,Asteraceae,Calea dalyi Pruski & Urbatsch,Asteraceae,Calea dalyi,Pruski & Urbatsch,flowering plants,Accepted,Asteraceae,Pruski & Urbatsch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,Province of Chiquitos. South slope of the SerranÃ­a de Santiago. 5-10 km. east of town of Santiago de Chiquitos; habitat: In open rocky savanna-like areas with fire-resistent vegetation,-18.383,-59.5,20/07/1983,NY,NY,NY,NY,Herbarium,104,0,0,NA,1,specimen
176,Calea dalyi,Calea dalyi,Asteraceae,Calea dalyi Pruski & Urbatsch,Asteraceae,Calea dalyi,Pruski & Urbatsch,flowering plants,Accepted,Asteraceae,Pruski & Urbatsch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,Chiquitos,"S. slope of the SerranÃ­a de Santiago, 5-10 km E of town of Santiago de Chiquitos",-18.3833333,-59.5,20/07/1983,MO,"K, LPB, NY, UB, US","K, LPB, NY, UB, US","K, LPB, NY, UB, US",NA,280,0,0,NA,1,specimen
177,Calea dalyi,Calea dalyi,Asteraceae,Calea dalyi Pruski & Urbatsch,Asteraceae,Calea dalyi,Pruski & Urbatsch,flowering plants,Accepted,Asteraceae,Pruski & Urbatsch,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Mato Grosso,NA,"Serra de Ricardo Franco, topo da cachoeira do JatobÃ¡",-14.918333,-60.076667,21/03/2014,GBIF,UFMT,UFMT,UFMT,UFMT,3531,0,0,NA,1,specimen
178,Calea dalyi,Calea dalyi,Asteraceae,Calea woodii Pozo & D.J.N.Hind,Asteraceae,Calea woodii,P. Pozo & D.J.N. Hind,flowering plants,Accepted,Asteraceae,Pruski & Urbatsch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Santa Cruz, Chiquitos, Santa Barbara. No de Robore. Meseta de la serrania de Santa Barbara",-18.24,-59.71,03/05/2008,GBIF,K,K,K,Herbarium,3716,0,0,NA,1,specimen
179,Calea dalyi,Calea dalyi,Asteraceae,Calea dalyi Pruski & Urbatsch,Asteraceae,Calea dalyi,Pruski & Urbatsch,flowering plants,Accepted,Asteraceae,Pruski & Urbatsch,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Mato Grosso,NA,"Serra de Ricardo Franco, topo da cachoeira do JatobÃ¡.",-14.918333,-60.076667,21/03/2014,GBIF,JBRJ,JBRJ,JBRJ,RB,1928,0,0,NA,1,specimen
180,Calea dalyi,Calea dalyi,Asteraceae,Calea dalyi Pruski & Urbatsch,Asteraceae,Calea dalyi,Pruski & Urbatsch,flowering plants,Accepted,Asteraceae,Pruski & Urbatsch,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Mato Grosso,NA,Topo da Cachoeira do JatobÃ¡,-14.918333,-60.073889,17/05/2013,GBIF,UnB,UnB,UnB,UB,3120,0,0,NA,1,specimen
181,Calea dalyi,Calea dalyi,Asteraceae,Calea dalyi Pruski & Urbatsch,Asteraceae,Calea dalyi,Pruski & Urbatsch,flowering plants,Accepted,Asteraceae,Pruski & Urbatsch,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Mato Grosso,NA,,-14.918333,-60.073889,17/05/2013,GBIF,UFG,UFG,UFG,UFG,3801,0,0,NA,1,specimen
182,Calea dalyi,Calea dalyi,Asteraceae,Calea woodii Pozo & D.J.N.Hind,Asteraceae,Calea woodii,P. Pozo & D.J.N. Hind,flowering plants,Accepted,Asteraceae,Pruski & Urbatsch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,Santa Cruz,NA,"Santa Cruz, Chiquitos, Chochis, zone of pass across Chochis range climbing up from Chochis-Matacuzal trail",-18.05,-59.58,18/03/2005,GBIF,US,US,US,Botany,3271,0,0,NA,1,specimen
183,Calea dalyi,Calea dalyi,Asteraceae,Calea dalyi Pruski & Urbatsch,Asteraceae,Calea dalyi,Pruski & Urbatsch,flowering plants,Accepted,Asteraceae,Pruski & Urbatsch,N,"Native to region, as per checklist",flbr,0,N,N,NA,Brazil,Mato Grosso,NA,"Serra de Ricardo Franco, topo da cachoeira do JatobÃ¡.",-14.918333,-60.076666,NA,GBIF,Cenargen,Cenargen,Cenargen,CEN,3199,0,0,NA,1,specimen
184,Calea dalyi,Calea dalyi,Asteraceae,Calea woodii Pozo & D.J.N.Hind,Asteraceae,Calea woodii,P. Pozo & D.J.N. Hind,flowering plants,Accepted,Asteraceae,Pruski & Urbatsch,Ne,"Endemic to region, as per checklist",tropicos,0,Ne,NA,NA,Bolivia,NA,NA,"Santa Cruz, Chiquitos, Chochis, Zone of pass across Chochis range climbing up from Chochis-Matacuzal trail",-18.05,-59.58,18/03/2005,GBIF,K,K,K,Herbarium,3716,0,0,NA,1,specimen
185,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Jujuy,San Pedro,Orilla rio de San Pedro,-24.3,-64.84,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
186,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",tropicos,0,N,NA,NA,Bolivia,Chuquisaca,Luis Calvo,NA,-20.7,-63.1,14/04/1993,MO,MO,MO,MO,NA,280,0,0,NA,1,specimen
187,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Salta,Oran,"Camino a Finca La Ronda, 35 Km de OrÃ¡n",-23.37,-64.22,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
188,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Salta,Oran,RÃ­o Piedras,-23.37,-64.22,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
189,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Tucuman,Burruyacu,El Morao,-26.51,-64.83,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
190,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,NA,NA,Argentina,NA,NA,,-35.3869,-64.9208,1873-11-01,GBIF,F,F,F,Botany,3567,0,0,NA,1,specimen
191,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,NA,NA,Argentina,NA,NA,RÃ­o Mojotoro [Ruta Campo Santo-Cobos] - RÃ­o Mojotoro. Entre Campo Santo y Cobos/Provincia de Salta,-24.71667,-65.08333,07/10/1983,GBIF,G,G,G,Geneva Herbarium â€“ General Collection (G),3547,0,0,NA,1,specimen
192,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Salta,Oran,,-23.37,-64.22,NA,GBIF,SI,SI,SI,HERB,3669,0,0,NA,1,specimen
193,Cascaronia astragalina,Cascaronia astragalina,Fabaceae,Cascaronia astragalina Griseb.,Fabaceae,Cascaronia astragalina,Griseb.,flowering plants,Accepted,Fabaceae,Griseb.,N,"Native to region, as per checklist",conosur,0,N,N,NA,Argentina,Jujuy,Ledesma,"Cauce del rÃ­o San Lorenzo, ca. del puente de RN 34 Gral. San MartÃ­n-Calilegua.",-23.78,-64.78,NA,GBIF,BAB,BAB,BAB,HERB,3614,0,0,NA,1,specimen
